translation
"{'en': 'In 1835 he met and befriended Taras Shevchenko.', 'fr': 'En juillet 1835 il rencontre et se lie avec Taras Chevtchenko.'}"
"{'en': 'Consequently α Camelopardalis itself is known as 紫微右垣六 (Zǐ Wēi Yòu Yuán liù English: the Sixth Star of Right Wall of Purple Forbidden Enclosure.) representing 少衛 (Shǎowèi) meaning Second Imperial Guard.', 'fr': 'Par conséquent α Camelopardalis elle-même est appelée 紫微右垣六 (Zǐ Wēi Yòu Yuán liù la sixième du mur droit du palais pourpre interdit) représentant 少衛 (Shǎowèi) qui signifie deuxième garde impérial.'}"
"{'en': 'A contract for six prototypes was approved in May 1944 and construction was begun in March 1945.', 'fr': 'Un contrat pour 6 prototypes fut signé en mai 1944 et leur construction démarra en mars 1945.'}"
"{'en': 'There Fairgrave attended Madison School and Mechanic Arts High School and graduated in 1920.', 'fr': ""C'est à ce moment là que Phoebe Fairgrave fréquente Madison School et la Mechanic Arts High School et obtient son diplôme en 1920.""}"
"{'en': 'The X4555 was built in 1965 and allocated to Lyon Vaise on 10 November 1965.', 'fr': 'Le X4555 a été construit en 1965 et placé à Lyon-Vaise le 10 novembre 1965.'}"
"{'en': 'He graduated from John Glenn High School in 2010.', 'fr': 'Il étudie à John Glenn High School dont il sort en 2010.'}"
"{'en': 'By the late 1870s the company had acquired its last paddlewheel steamers: Florida Carolina and Virginia.', 'fr': 'Vers la fin des années 1870 la compagnie acquiert ses derniers navires à roues à aubes : le Florida le Carolina et le Virginia.'}"
"{'en': 'It replaced an earlier wooden bridge built in 1889-1891.', 'fr': 'Le pont a remplacé un ancien pont en bois construit entre 1889 et 1891.'}"
"{'en': ""Skunk Works is an official pseudonym for Lockheed Martin's Advanced Development Programs (ADP) formerly called Lockheed Advanced Development Projects."", 'fr': ""Skunk Works est l'appellation officielle chez Lockheed Martin de sa division Advanced Development Programs (ADP) précédemment appelée Lockheed Advanced Development Projects.""}"
"{'en': 'This malediction explains all the difficulties all the problems encountered in cities and however much one may seek solutions (security urbanism isolation) man will never make the city anything but that which it is.', 'fr': ""Cette malédiction explique toutes les difficultés tous les problèmes rencontrés dans les villes et l'on a beau essayer de trouver des solutions (sécurité urbanisme isolement...) l'homme ne pourra jamais faire de la ville autre chose que ce qu'elle est.""}"
"{'en': 'In an effort to end such rejections Pope asked Lord Gower to use his influence to have a degree awarded to Johnson.', 'fr': ""Souhaitant mettre fin à ces refus Pope demande à Lord Gower d'user de son influence pour obtenir que Johnson se voit décerner un diplôme.""}"
"{'en': 'This involved a considerable amount of work as NAND devices have a sequential I/O interface and cannot be memory-mapped for reading.', 'fr': 'Cela a impliqué une quantité de travail considérable étant donné que les systèmes NAND ont une interface entrée/sortie séquentielle et ne peuvent pas être accessibles en lecture comme de la mémoire. les liens durs.'}"
"{'en': 'Jorge B. Vargas the Chairman of the Executive Committee Provisional Philippine Council of State signed one leaflet that was dropped urging surrender.', 'fr': ""Jorge B. Vargas président du Comité exécutif du Conseil d'État provisoire des Philippines signe un des tracts lâchés qui appellent à la capitulation.""}"
"{'en': 'National Post\'s Alex Strachan called the Next Generation cameos reminders of better Star Trek compared to the ""bad make-up effects bad acting bad music"" of the latest show.', 'fr': ""Alex Strachan du National Post a assimilé les apparitions des artistes invités de La Nouvelle Génération à des rappels d'un meilleur Star Trek comparé aux « mauvais maquillages mauvais jeu mauvaise musique » d'Enterprise.""}"
"{'en': 'I think that they possibly are manned by intelligent observers who are members of a race that may have been investigating our earth for centuries...""', 'fr': ""Je pense qu'ils sont peut-être pilotés par des observateurs intelligents qui appartiennent à une race qui étudie notre planète depuis des siècles».""}"
"{'en': 'Any solid color is accepted by the registry but a dark brown color called ""chocolate"" with a pale ""flaxen"" mane and tail is preferred.', 'fr': 'Toutes les robes unies sont acceptées par le stud-book mais une robe bai-brun foncé appelée « chocolate » avec une crinière et une queue pâles liées au gène flaxen est préférée.'}"
"{'en': 'In 2009 Festival del Viaggio won the ""Brand New Italian Festival Award"" in Bologna.', 'fr': 'En 2009 le Festival del Viaggio a remporté les prix du ""Festival of Festivals Awards"" à Bologne .'}"
"{'en': 'In the absence of any sign that James would move to end the persecution of Catholics as some had hoped for several members of the clergy (including two anti-Jesuit priests) decided to take matters into their own hands.', 'fr': ""En l'absence de tout geste du roi témoignant d'une volonté de mettre fin à la persécution des catholiques comme certains l'avaient espéré plusieurs membres du clergé (dont deux prêtres anti-jésuites) décident de prendre les choses en main.""}"
"{'en': 'In 1999 Johns announced that he had developed the eating disorder anorexia nervosa due to anxiety.', 'fr': ""En 1999 Johns annonce souffrir d'anorexie à cause de l'anxiété.""}"
"{'en': 'Historians were required to pepper their works with references – appropriate or not – to Stalin and other ""Marxist-Leninist classics"" and to pass judgment – as prescribed by the Party – on pre-revolution historic Russian figures.', 'fr': 'Les historiens devaient agrémenter leurs travaux avec des références – appropriées ou pas – à Staline et d\'autres ""Marxistes-Léninistes classiques"" et ignorer – comme prescrit par le parti – l\'historique pré-révolution russe.'}"
"{'en': 'He believed it was not in Britain\'s interest to ally itself with the Soviet Union ""which the newspapers most of us read tell us has slaughtered out-of-hand only a few years ago millions of its better fed citizens as well as its whole imperial family"".', 'fr': ""Il estime qu'il n'est pas dans l'intérêt de la Grande-Bretagne de s'allier avec l'Union soviétique « dont les journaux que lisent la plupart d'entre nous assurent qu'elle a fusillé il y a quelques années seulement des millions de ses citoyens parmi les meilleurs comme elle l'a fait pour sa famille impériale tout entière. » (Time and Tide le 2 mars 1935 pp. 306).""}"
"{'en': 'He was the first to measure the pressure of light on a solid body in 1899.', 'fr': 'Il fut le premier à mesurer la pression de la lumière sur un corps solide en 1899.'}"
"{'en': 'Afridi was born on 1 March 1980 in Khyber Agency of the Federally Administered Tribal Areas Pakistan.', 'fr': ""Shahid Afridi naît le 1er mars 1980 dans l'agence de Khyber dans les Régions tribales du Pakistan.""}"
"{'en': 'Adélaïde-Jeanne - married on 29 September 1770: François comte de Fougières (?-1787); married a second time on 1 August 1789: Charles Morey comte de Pontgibault.', 'fr': 'Adélaïde-Jeanne épouse le 29 septembre 1770 François (? - 1787) comte de Fougières puis en secondes noces le 1er août 1789 Charles Morey comte de Pontgibault.'}"
"{'en': 'He mentions that when he tried to stand up for Ty the latter would always tell him that “they aren’t worth it” or “don’t be like them” getting Trey to back down.', 'fr': 'Il mentionne que quand il a essayé de défendre Ty ce dernier lui disait toujours : « ils ne valent pas la peine » ou « ne soit pas comme eux » convainquant Trey de laisser tomber.'}"
"{'en': 'Major improvements saw the Canberra Raiders New Zealand Warriors and Sydney Roosters make a return to the finals after finishing 13th 14th and last in 2009.', 'fr': 'Les Canberra Raiders les New Zealand Warriors et les Sydney Roosters reviennent en playoffs après avoir fini respectivement 13e 14e et 16e (dernier) en 2009.'}"
"{'en': 'Ueli Bodenmann (born 14 March 1965 in St. Gallen) is a Swiss rower.', 'fr': 'Ueli Bodenmann né le 14 mars 1965 à Saint-Gall est un rameur suisse.'}"
"{'en': 'The Codex Regius (GKS 2367 4°) was written in the first half of the fourteenth century.', 'fr': 'Le Codex Regius (cote GKS 2367 4°) a été rédigé dans la première moitié du XIVe siècle.'}"
"{'en': 'These police forces do not have independent Police Authorities and their founding statutes (if any) do not generally prescribe their structure and formation.', 'fr': ""Ces forces de police ne disposent pas d'autorités de police indépendantes et leurs statuts constitutifs (le cas échéant) ne prescrivent généralement pas leur structure et leur formation.""}"
"{'en': 'The new owner of the castle had to withdraw from the service of Louis XIII after 55 years spent with the kings Henry III Henry IV and Louis XIII.', 'fr': 'Le nouveau propriétaire du château venait de se retirer du service de Louis XIII après 55 ans passés auprès des rois Henri III Henri IV et Louis XIII.'}"
"{'en': 'Their front claws are sharp and they can fight with both claws and weapons at the same time.', 'fr': 'Leurs griffes antérieures sont tranchantes et ils peuvent combattre simultanément avec leurs pattes et avec des armes.'}"
"{'en': 'She was drafted in 2014 by the Indiana Fever.', 'fr': ""En 2014 elle rejoint le Fever de l'Indiana.""}"
"{'en': 'Johann Ernst Graf von Thun und Hohenstein (3 July 1643 – 20 April 1709) was Bishop of Seckau from 1679 to 1687 and Prince-archbishop of Salzburg from 1687 until his death.', 'fr': 'Johann Ernst von Thun und Hohenstein (né le 3 juillet 1643 à Prague mort le 20 avril 1709 à Salzbourg) est évêque de Seckau de 1679 à 1687 et prince-évêque de Salzbourg de 1687 à sa mort.'}"
"{'en': 'From then on she decided to become a detective like her father.', 'fr': 'Elle se reconvertit ensuite en devenant entraîneur comme son père.'}"
"{'en': 'Ulster County: now Ulster and Sullivan counties and part of what is now Delaware and Greene counties.', 'fr': ""Comté d'Ulster : correspondant aux actuels comtés d'Ulster et de Sullivan ainsi qu'à des parties des Comtés de Delaware et de Greene.""}"
"{'en': 'In April 2013 Pierre Danon engineered the merger between Agrogénération and Harmelia on behalf of SBF which gave rise to an agroholding with a market capitalization of around 200 million euros which operates nearly 100000 hectares in Ukraine.', 'fr': 'En avril 2013 il origine et mène à bien la fusion entre Agrogénération et Harmelia pour le compte de SBF qui donne naissance à un agroholding d’une capitalisation boursière de près de 200 millions d’euros qui exploite près de 100 000 hectares en Ukraine.'}"
"{'en': 'The claim reverted to Crown land until the Longyear Drilling Company bought it in 1911.', 'fr': ""Les droits sont revenus à des terres de la Couronne jusqu'à ce que l'entreprise de forage Longyear les rachètent en 1911.""}"
"{'en': 'He fought and died in the Battle of Flodden.', 'fr': ""Il a combattu et est mort durant la guerre de Crimée au cours d'une bataille désastreuse.""}"
"{'en': 'Lambert participated in an expedition undertaken by Louis the Pious in 818 against the Bretons who had proclaimed Morvan Lez-Breizh their king.', 'fr': ""Lambert participe en 818 à l'expédition menée par Louis le Pieux contre Morvan Lez-Breizh qui s'était proclamé roi des Bretons.""}"
"{'en': ""The government of the People's Republic of China established in 1949 continued the effort."", 'fr': 'Le gouvernement de la République populaire de Chine établi en 1949 continua à essayer de promouvoir une langue nationale.'}"
"{'en': 'However Iceland modified its reservation to specify a time-limit prior to the resumption of any commercial whaling under objection to the moratorium.', 'fr': ""Toutefois l'Islande propose une réserve modifiée et prévoit un délai jusqu'en 2006 avant la reprise de toute chasse commerciale.""}"
"{'en': 'On March 2 1836 Texians declared their independence from Mexico.', 'fr': 'Le 2 mars 1836 les texans déclarent leur indépendance du Mexique.'}"
"{'en': ""Both tests are among the most sensitive and specific tests for the diagnosis of the frontotemporal dementia and accurately discriminate frontotemporal dementia patients from controls or patients with Alzheimer's disease."", 'fr': ""Ces deux tests sont parmi les plus sensibles et spécifiques pour le diagnostic de la démence fronto-temporale et permettent notamment de la distinguer de la maladie d'Alzheimer.""}"
"{'en': 'After Cromwell\'s death Herbert then joined the party that demanded a ""full and free parliament"" in practical terms demanding the Restoration of the House of Stuart.', 'fr': ""À la mort de Cromwell Herbert rallia le parti des parlementaires réclamant « un Parlement fort et libre » (a full and free parliament) c'est-à-dire pratiquement la restauration de la Maison Stuart.""}"
"{'en': 'On many occasions she has tried to kiss him.', 'fr': ""À de nombreuses reprises elle tente de l'embrasser.""}"
"{'en': ""She denied any resemblance between Miss Wheelock's book and the book published under her own name except such similarities as might stem from the notes Gypsy turned over to Miss Wheelock."", 'fr': ""Elle a nié toute ressemblance entre le livre de Mlle Wheelock et le livre publié sous son propre nom à l'exception des similitudes pouvant découler des notes que Gypsy a remises à Mlle Wheelock.""}"
"{'en': 'Some men seem to enjoy the effort of penetrating an infibulation.', 'fr': ""Les hommes semblent également apprécier l'effort nécessaire pour pénétrer une infibulation.""}"
"{'en': 'In 1960 Andrónico and his family moved to Santiago where they lived in a house at Alcántara street.', 'fr': ""En 1960 Andrónico et sa famille s'installent à Santiago dans une maison de la rue Alcántara.""}"
"{'en': 'The balloon is a fabric envelope filled with a gas that is lighter than the surrounding atmosphere.', 'fr': ""Le ballonnet est une enveloppe de tissu rempli avec un gaz qui est plus léger que l'atmosphère environnante.""}"
"{'en': 'The lead singer of Tonic Emerson Hart produced five of the tracks on Until Now.', 'fr': ""Le chanteur du groupe Tonic Emerson Hart produit cinq titres de l'album.""}"
"{'en': 'It comprises tombs of numerous Hungarian notables and it is the most preferred burial place among actors actresses and other artists (opera singers musicians painters sculptors architects writers poets).', 'fr': ""Il comprend de nombreuses tombes de célébrités hongroises et demeure le lieu d'inhumation préféré des acteurs et autres artistes (chanteurs d'opéra musiciens peintres sculpteurs architectes écrivains poètes).""}"
"{'en': 'The character creation system also makes Nobilis notable by giving players an unusual amount of control over the setting.', 'fr': 'La création de personnage dans Nobilis donne au joueur un contrôle inhabituel sur son environnement.'}"
"{'en': 'First pressings of the US single have a quote from Aleister Crowley inscribed in dead wax by the run-out groove: ""Do what thou wilt shall be the whole of the Law.""', 'fr': ""Les premières impressions du singles aux États-Unis comportaient la citation d'Aleister Crowley : « Faire ce que tu veux devrait être la Loi ».""}"
"{'en': 'Washita The Southern Cheyenne and the U.S. Army.', 'fr': ""Washita Les Cheyennes du Sud et l'Armée américaine.""}"
"{'en': ""He also submitted his plans to the War Office and these were ignored until Hughes' brother Alain Sior Hughes who was a Commander in the Royal Naval Volunteer Reserve drew attention to the documents."", 'fr': ""Le document de Hugh Iorys Hughes serait resté ignoré si son frère Alain Sior Hughes alors commandant d'une unité de volontaires de la Marine de réserve britannique ne l'avait soumis à l'état major.""}"
"{'en': ""With an increasing portion of Japan's industrial base and infrastructure damaged by Allied air raids the Japanese government felt it necessary to unify the administration of munitions production to improve efficiency and to increase production levels particularly that of military aircraft."", 'fr': ""Avec l'augmentation des raids alliés sur le Japon qui causaient de plus en plus de dégâts à l'industrie et aux infrastructures japonaises le gouvernement jugea nécessaire d'unifier la gestion de la fabrication des munitions pour améliorer l'efficacité et accroître les niveaux de production en particulier pour l'aviation.""}"
"{'en': 'He stood up after the fight but almost immediately collapsed and died two days later from severe brain injuries at the Kiev Institute of Neurosurgery.', 'fr': ""Il perdit rapidement connaissance après le combat et décéda deux jours plus tard à l'institut de neurochirurgie de Kiev des suites de sa commotion cérébrale.""}"
"{'en': 'City council members are convened by relatively restrictive rules indeed the general code of local government imposes a minimum time to call for a meeting well in advance so the council can prepare for the meeting.', 'fr': ""Les membres du conseil sont convoqués selon des règles relativement contraignantes en effet le code général des collectivités territoriales impose des délais minimum pour convoquer suffisamment à l'avance les membres du conseil de manière qu'ils puissent préparer la réunion du conseil municipal.""}"
"{'en': 'Abdomen greyish with yellow lateral bands on 2nd 3rd and 4th segments and paired dark spots on the vertex.', 'fr': 'Abdomen est grisâtre avec des bandes latérales jaunes sur les 2ème 3ème et 4ème segments et des taches foncées appariées sur le vertex.'}"
"{'en': 'Hampson resigned soon after the relegation and was replaced by former Leeds player Willis Edwards in April 1947.', 'fr': 'En conséquence Hampson démissionne et est remplacé en avril 1947 par Willis Edwards.'}"
"{'en': 'Fed via overhead valves by a single Stromberg 22 carburetor it produced a claimed maximum output of 62 hp (46 kW) at 4000 rpm.', 'fr': 'Nourris par des soupapes en tête et par un seul carburateur Stromberg 22 il produit une puissance maximale annoncée de 62 cv (46 kW) à 4.000 tr / min.'}"
"{'en': 'Sucre tells the General that he plans on celebrating the Feast of Saint Anthony in Quito with his family.', 'fr': ""Sucre explique son refus par le fait qu'il veut seulement vivre sa vie pour sa famille déclarant au Général qu'il a l'intention de célébrer la fête de San Antonio à Quito avec elle.""}"
"{'en': ""Talbot's remains were removed from Glasnevin Cemetery to Our Lady of Lourdes Church on Seán McDermott Street Dublin in 1972."", 'fr': ""Les restes mortels de Matt Talbot ont été transférés du cimetière de Glasnevin en l'église Notre-Dame de Lourdes sur Sean McDermott Street Dublin en 1972.""}"
"{'en': 'Antony revised its local urban plan (PLU) in 2007 based on the findings of a survey conducted in 2004 among residents and the results have been an organisation and sustainable development plan (PADD).', 'fr': ""Antony a révisé son plan local d'urbanisme (PLU) en 2007 à partir des conclusions d'une enquête faite en 2004 auprès des habitants et dont les résultats ont fait l'objet d'un projet d'aménagement et de développement durable (PADD).""}"
"{'en': 'A heart icon can also be obtained increasing the maximum health by one unit for the duration of the current world.', 'fr': 'Une icône en forme de cœur peut aussi être obtenue augmentant alors le nombre maximal de points de vie du personnage pour le reste de la durée du niveau.'}"
"{'en': 'In service with the Royal Canadian Air Force it flew with several squadrons on anti-submarine patrols as a training aircraft and carrying passengers.', 'fr': ""En service avec la RCAF il a volé avec plusieurs escadrons pour des missions de patrouille anti-sous-marine comme avion d'entraînement et comme transport de passagers.""}"
"{'en': 'Giovanni Lajolo (born 3 January 1935 in Novara Italy) is a Cardinal and former President of the Pontifical Commission for Vatican City State and President of the Governatorate of Vatican City State.', 'fr': ""Giovanni Lajolo né le 3 janvier 1935 à Novare dans le Piémont est un cardinal italien président émérite du Gouvernorat de l'État de la Cité du Vatican et de la Commission pontificale pour l'État de la Cité du Vatican depuis octobre 2011.""}"
"{'en': 'Based on sequence homology DNA polymerases can be further subdivided into seven different families: A B C D X Y and RT.', 'fr': 'Sur la base d’homologie de séquence protéique et de structure les polymérases peuvent être divisées en différentes familles : A B C D X Y et RT.'}"
"{'en': 'The Voisin IX or Type LC (the designation was reused) was an unsuccessful lightened development of the VIII for a reconnaissance aeroplane which lost out to the Salmson 2 and Breguet 14.', 'fr': 'La conception du Voisin IX ou Type LC destiné à être un avion de reconnaissance est un échec et il est supplanté par le Salmson 2 et Breguet 14.'}"
"{'en': 'He extensively discussed how changes of climate particularly periods of increased glaciation may have affected the distribution of flora and fauna on some islands and the first portion of the book discusses possible causes of these great ice ages.', 'fr': 'Il aborda également la question des changements climatiques en particulier les périodes de grandes glaciations et se demanda quelle avait été leur influence sur la répartition de la flore et de la faune dans certaines îles ; la première partie du livre examine par ailleurs les causes possibles de ces périodes glaciaires.'}"
"{'en': 'Canadians adopted the new version of the sport quickly.', 'fr': 'Les Canadiens adoptent rapidement la nouvelle version de ce sport.'}"
"{'en': 'He also gave various plays to most theaters of Paris.', 'fr': 'Il donna aussi diverses pièces à la plupart des théâtres de Paris.'}"
"{'en': ""François Faure of the Roderie gentleman of the King's Chamber Captain Regiment of his guards."", 'fr': 'François du Faure de la Roderie gentilhomme de la Chambre du Roi Capitaine de Régiment de ses Gardes.'}"
"{'en': ""He is also the author of about fifteen musicological works about the works of Frédéric Chopin Erik Satie Franz Liszt and Robert Schumann ainsi que d'une méthode de piano Le Voyage Magique (after an American concept) published at éditions Leduc."", 'fr': ""Il est aussi l'auteur d'une quinzaine d'ouvrages musicologiques au sujet des œuvres de Frédéric Chopin Erik Satie Franz Liszt et Robert Schumann ainsi que d'une méthode de piano Le Voyage Magique parue aux éditions Leduc.""}"
"{'en': 'A number of other individual protests have also taken place predominantly related to nuclear proliferation and strategic missile defense.', 'fr': ""Un certain nombre d'autres manifestations individuelles ont également eu lieu principalement liées à la prolifération nucléaire et à la défense antimissile stratégique.""}"
"{'en': 'The team was part of the National Conference Pacific Division of the Arena Football League.', 'fr': ""L’équipe faisait partie de la conférence nationale divison du Pacifique de l'Arena Football League.""}"
"{'en': 'On 14 May 1948 David Ben-Gurion declared the independence of the state of Israel and the following day the armies of Egypt Jordan and Syria declared war and invaded aided by soldiers sent from Iraq.', 'fr': ""Le 14 mai 1948 David Ben Gourion déclare l'indépendance de l'État d'Israël et le jour suivant les armées d'Égypte de la Jordanie et la Syrie déclarent la guerre et envahissent la Palestine aidé par des soldats envoyés d'Irak.""}"
"{'en': 'However she then made a second career on the concert platform excelling in the performance of lieder of Mozart Schubert Schumann Brahms and Wolf in Mozart concert arias and the like.', 'fr': ""Cependant elle fait ensuite une seconde carrière sur scène excelle dans les récitals de lieder de Mozart Schubert Schumann Brahms et Hugo Wolf comme dans les concerts d'arias de Mozart.""}"
"{'en': 'The seat of Khmer power in the region rested in or near Angkor north of the Great Tonle Sap Lake from 802 AD until the early 15th century.', 'fr': ""Auparavant le siège du pouvoir khmer se trouvait près d'Angkor au nord du Tonlé Sap (de 802 jusqu'au début du XVe siècle).""}"
"{'en': 'His first field trials have shown that planted forests which in composition and structure were closer to what would exist in the absence of human activity grew quickly and generally showed very good ecological resilience.', 'fr': 'Ses premiers essais de terrain ont montré que les plantations dont la composition et la structure étaient les plus proches de ce qu’elles seraient en forêt en l’absence d’activités humaines poussaient rapidement et surtout faisaient preuve d’une très bonne résilience écologique.'}"
"{'en': 'The first single from the album is ""Dancin on Me"" featuring Juelz Santana.', 'fr': ""Le premier single extrait de l'album s'intitule Dancin on Me avec Juelz Santana.""}"
"{'en': ""The theatre is based in the Russian capital's centre at Tverskoy Boulevard 23."", 'fr': 'Le théâtre est basé dans le centre de la capitale russe au numéro 23 du boulevard Tverskoï.'}"
"{'en': 'She wanted no glory or recognition and she gave one hundred percent throughout her entire life.""', 'fr': 'Elle ne chercha ni gloire ni considération aucune et livra toute sa vie au cent pour cent » .'}"
"{'en': 'He was Secretary General of the National Centre of Social Republicans in 1955.', 'fr': 'Il est secrétaire général des républicains sociaux en 1955.'}"
"{'en': 'For many towns in the Pale with significant Jewish population this resulted in half-empty schools and a number of potential students forbidden to enroll.', 'fr': ""Dans de nombreuses villes à forte population juive les écoles sont à moitié vides et de nombreux étudiants juifs se voient interdits de s'inscrire dans les écoles et universités.""}"
"{'en': 'Originally from Portland Maine Vacchiano studied trumpet at age 12.', 'fr': ""Originaire de Portland (Maine) Vacchiano étudie la trompette à partir de l'âge de 12 ans.""}"
"{'en': 'The source of the stream Ramat Dalton is located 800 meters above sea level.', 'fr': 'La source du Nahal Amud se trouve à Ramat Dalton et est située à 800 mètres au-dessus du niveau de la mer.'}"
"{'en': 'His discovery was widely publicized appearing in the New York Times of May 5 1933.', 'fr': 'La découverte fut rendue publique notamment dans le New York Times du 5 mai 1933.'}"
"{'en': 'The plant was a boiling water reactor (BWR) designed by General Electric.', 'fr': ""La centrale est équipée d'un réacteur à eau bouillante (REB) construit par General Electric.""}"
"{'en': ""In the trilogy of My Mother and the Frog (Eomma wa gaeguri) The Star (Byeol) and The Waning Moon (Janwol) the recurrent motif of 'Mother's inexplicable stomach pains' is linked to the traumatic impact of the war and national division on ordinary individuals."", 'fr': ""Dans la trilogie Ma mère et la grenouille (Eomma wa gaeguri) L'étoile (Byeol) La lune descendante (Janwol) l'image de la mère ayant « des problèmes d'estomac récurrents » renvoie au traumatisme de la guerre et de la séparation du pays sur les individus.""}"
"{'en': 'In 1790 she married conductor and composer Franz Danzi and performed with him as prima donna of the troupe Domenico Guardasonis on European concert tours.', 'fr': ""En 1790 elle épouse le chef d'orchestre et compositeur Franz Danzi et joue avec lui comme prima donna de la troupe Domenico Guardasonis dans une tournée européennes de concerts.""}"
"{'en': 'At that event Morris gave out two demo tapes—one to American rock journalist James Sullivan and the other to Tom Engelshoven and John van Luyn of the Dutch music magazine Muziekkrant OOR.', 'fr': ""Ici Morris donne deux cassettes démos — une au journaliste américain James Sullivan et l'autre à Tom Engelshoven et John van Luyn du magazine néerlandais Muziekkrant OOR.""}"
"{'en': 'She took charge of international relations for the publishing house and eventually became the de facto head of the publishing house as Feltrinelli a few years later embraced the “struggle for the revolution against imperialism”.', 'fr': ""Elle assure les relations internationales pour la maison d'édition et en devient de facto la dirigeante quand Giangiacomo Feltrinelli rentre dans la clandestinité « en lutte pour la révolution contre l'Impérialisme ».""}"
"{'en': ""Los Angeles-based Hellcat Records run by Rancid's Tim Armstrong became home to many psychobilly acts including Tiger Army Devil's Brigade and the Danish groups Nekromantix and HorrorPops both of whom relocated to southern California in the early 2000s."", 'fr': ""Le label situé à Los Angeles Hellcat Records dirigé par Tim Armstrong des Rancid héberge de nombreux groupes de psychobilly comme Tiger Army Devil's Brigade et les groupes danois Nekromantix et HorrorPops les deux délocalisés au sud de la Californie au début des années 2000.""}"
"{'en': 'The practice may also be performed during sexual assault.', 'fr': ""Le jeu de rôle sexuel peut également s'effectuer lors d'actes sexuels.""}"
"{'en': 'From 1525 Sycyna belonged to the Kochanowski family having been purchased by the szlachcic (nobleman) Piotr Kochanowski.', 'fr': 'À partir de 1525 Sycyna appartenait à la famille Kochanowski après avoir été acheté par le szlachcic (noble) Piotr Kochanowski.'}"
"{'en': 'He managed to gain the support of the Byzantine Senate and was proclaimed emperor within the palace walls before the other members of the Justinian Dynasty were notified.', 'fr': 'Il obtient le soutien du Sénat et est proclamé empereur dans les murs du palais avant que les autres membres de la dynastie aient pu être informés.'}"
"{'en': 'Producers may find a beat they like on an old funk soul or disco record.', 'fr': ""Les producteurs peuvent trouver un rythme qu'ils aiment sur un vieux disque funk soul ou disco puis isoler le rythme et le transformer en boucle (looping).""}"
"{'en': 'Eretoka Island is a small island that when seen from a distance looks like a floppy hat.', 'fr': 'Ératoka est une petite île qui de loin ressemble à un chapeau flottant.'}"
"{'en': 'The station opened on 1 October 1979.', 'fr': 'La station a été inaugurée le 1er octobre 1979.'}"
"{'en': 'Churches began being built in the Romanesque style for the first time in centuries.', 'fr': 'On a commencé à construire à nouveau des Églises dans le style roman pour la première fois depuis des siècles.'}"
"{'en': 'Modern computer simulations indicate that although there are no stable O4 molecules in liquid oxygen O2 molecules do tend to associate in pairs with antiparallel spins forming transient O4 units.', 'fr': ""Il semble aujourd'hui que cette proposition soit erronée mais que s'il n'existe pas d'espèce O4 stable dans l'oxygène liquide les molécules de dioxygène O2 tendent à s'associer par paires aux spins antiparallèles pour former des structures instables de type (O2)2.""}"
"{'en': 'These anti-church radicals were generally permitted or encouraged to perpetrate the Nazi persecutions of the churches.', 'fr': 'Ces radicaux farouchement opposés à l’Église ont été généralement autorisés ou encouragés à perpétrer les persécutions nazies envers les églises.'}"
"{'en': 'But he would not present facts damaging to his client and he had the skills that enabled him to arrange the evidence so as to make it conform to what he wanted it to say.', 'fr': ""Mais il ne présenterait des fait contre le client et il savait arranger les preuves pour qu'elles se conforment à ce qu'il voulait qu'elles disent.""}"
"{'en': 'In that town the Lüneburg Heath region and its surrounding area Ratzeputz is a well-known high-alcohol spirit-based speciality.', 'fr': 'Dans la Lande de Lunebourg le Ratzeputz est une spécialité de spiritueux très alcoolisée très connue.'}"
"{'en': 'Meanwhile the president spent more than half a year abroad in sumptuous villas and thermal spas.', 'fr': 'Le président de la République passe quant à lui plus de la moitié de l’année à l’étranger dans de somptueuses villas ou en cure thermale.'}"
"{'en': 'The Rage 128 Pro graphics accelerator was the final revision of the Rage architecture and last use of the Rage brand.', 'fr': ""L'accélérateur graphique Rage 128 Pro a été la dernière révision de l'architecture Rage et la dernière utilisation de la marque Rage. Alors que la prochaine itération était initialement nommée Rage 6  ATI a décidé de la renommer Radeon .""}"
"{'en': 'The simplest such protocol is the 1-message protocol where Merlin sends Arthur a message and then Arthur decides whether to accept or not by running a probabilistic polynomial time computation.', 'fr': ""Le plus simple de ces protocoles est celui où Merlin envoie un message à Arthur et où Arthur décide alors d'accepter ou non en faisant un calcul probabiliste en temps polynomial.""}"
"{'en': ""When it was built the lighthouse complex included two keeper's houses two oil houses and two cisterns and was connected to the light by a 1000-foot (300 m) boardwalk."", 'fr': 'Lors de sa construction la station de signalisation maritime comprenait deux maisons de gardien deux locaux à carburant et deux citernes qui étaient reliés au phare par un sentier de 300 mètres.'}"
"{'en': 'The Nazis claimed to observe scientifically a strict hierarchy of the human race.', 'fr': 'Les nazis affirmaient pouvoir établir une hiérarchie scientifique des races humaines.'}"
"{'en': 'The revolt lasted two days before being quelled by the military and police reinforcements from Guadeloupe whom dissipated the crowd looked for and arrested the insurgents (mainly of the ""Pineau"" family Théodore Samson\'s political support).', 'fr': ""La révolte dure deux jours avant d'être estompée par les renforts militaires et policiers venus de la Guadeloupe continentale qui dissipent la foule cherchent et arrêtent les insurgés issus principalement de la famille Pineau soutien politique de Théodore Samson.""}"
