EN,FR
Please give me food and take me to the nearest Allied military post.,S'il vous plaît donnez-moi à manger et conduisez-moi au poste militaire allié le plus proche.
"Whenever I tried tuning a regular B string up to E, it would pop.","Whenever I tried tuning a regular B string up to E, it would pop."
"Repeated as here, a formal ending to an Upanishad.","Repeated as here, a formal ending to an Upanishad."
Ahh.. but what about contributors... where will you find authors to write the short articles you need?,Ahh... but what about contributors... where will you find authors to write the short articles you need?
"When I say my life began with Ronnie, well, it's true.","Lorsque je dis que ma vie a commencé avec Ronnie, eh bien, c'est vrai."
How will he be married Without a wife?,How will he be married Without a wife?.
Covers St. Louis Course in 53 Seconds.,Covers St. Louis Course in 53 Seconds.
He also kills Tommy before he can become the White Ranger.,Il tue aussi Tommy avant de pouvoir devenir le Ranger Blanc.
Hood was partially responsible.,Hood était partiellement responsable.
The technology and concept were so genius.,La technologie et le concept étaient si génials.
Le radical est Lau- / Leu-.,Le radical est Lau-/Leu-.
Bel and the Dragon is included as Daniel 14.,Bel and the Dragon is included as Daniel 14.
Title XI b: The Defender of Rights is created with a new Article 71-1.,Titre XI bis : le Défenseur des droits est créé avec un nouvel Article 71-1.
Several of the enemy were disposed of and a strong point destroyed.,Several of the enemy were disposed of and a strong point destroyed.
"At the moment though, Static-X will remain my main priority.""","Pour l'instant, Static-X reste ma priorité principale. """
Eco-Phenomenology: Back to the Earth Itself.,Eco-Phenomenology: Back to the Earth Itself.
B is the most important of Racah's parameters in this case.,B est le plus important des paramètres de Racah dans ce cas.
As you lie on your own death-bed you will be as mystified about UFOs as you are today.,As you lie on your own death-bed you will be as mystified about UFOs as you are today.
"Cameron's talent may just be as big as his dreams.""",Le talent de Cameron pourrait être aussi grand que ses rêves ».
The Return of the 5000 Lb.,The Return of the 5000 Lb.
"It is, for example, Colonel Brandon's income in Sense and Sensibility.",C'est par exemple le revenu du colonel Brandon (Sense and Sensibility).
What have I created?,Qu'ai-je créé ?
"Some journalists also may be involved.""","Some journalists also may be involved."""
"Well what kind of law are you following, that you are a master of evil and corruption?","Le puits quel genre de loi êtes vous suivant, celui êtes-vous un maître de mal et de la corruption ?"
Plaisir d'amour ne dure qu'un moment. chagrin d'amour dure toute la vie.,"Plaisir d'amour ne dure qu'un moment, Chagrin d'amour dure toute la vie."
"If only it recalled that London took three hundred years to build its first city wall ..."".",Si elle se rappelait que Londres a eu besoin de 300 ans pour construire sa première muraille… ».
"Do not mourn for me; I shall have influenced history more than any other German.""",Ne me pleurez pas : j'aurai influencé l'histoire plus qu'aucun autre Allemand ».
Shannon reported that the final decision would most likely be made on Thursday.,Shannon a précisé qu'une décision finale sera probablement faite jeudi.
"She was 59 years old, according to the ranch.","Elle avait 59 ans, selon le ranch."
That shows the desire he has for doing well for Cardiff.,Cela montre le désir qu'il a pour faire bien pour Cardiff.
"The S.55's greatest successes, however, were its many flights between Europe and the Americas.",Les plus grands succès du S.55 ont cependant été ses nombreux vols entre l'Europe et les Amériques.
Vampire Rain: Altered Species was also poorly received.,Vampire Rain: Altered Species a également été mal reçue.
Consider how much blood you would have to make for another flag fame!,Songez combien de sang il vous faudrait pour faire la renommée d'un autre drapeau !
Love Berrish!,Love Berrish!
"Por un Amor en las Almas, Por una losa en los cuerpos.","Por un Amor en las Almas, Por una losa en los cuerpos."
"""Charting a Path through the 'Desert of Nothing.'""","""Charting a Path through the 'Desert of Nothing.'"""
"Consequently, there is no third alternative, as those who call themselves agnostics sometimes claim.","Consequently, there is no third alternative, as those who call themselves agnostics sometimes claim."
"Surf and turf, then, can only be used ironically in light of what we now consider sophisticated food.""","Surf and turf, then, can only be used ironically in light of what we now consider sophisticated food."""
"""'Hog butcher for the world' opens shop.""","""'Hog butcher for the world' opens shop."""
What a good guy! has been killed ...,Quel bon garçon ! a été tué...
"The words Herr, deine Augen are repeated three times.","Les mots Herr, deine Augen se répètent trois fois."
"Also stalled for the dark premise, James Tucker would have been producer for this mid/late 2000s series.","Also stalled for the dark premise, James Tucker would have been producer for this mid/late 2000s series."
"Magic is magic, be it used to help or hinder.","Magic is magic, be it used to help or hinder."
He discovers a clearly traumatized Jenny.,Il découvre une Jenny clairement traumatisée.
But I didn't try and sandbag it.,But I didn't try and sandbag it.
"He said to me, 'Freddy, we have to talk about Barcelona.'","Il me dit : ""Freddy, nous devons parler de Barcelone""."
A dying Albanian has something important to reveal.,Un Albanais mourant a quelque chose d'important à révéler.
"If NATO is demanding them, Norway should contribute"".","Si l'OTAN les réclame, la Norvège doit contribuer."""
"""A small point, perhaps, but a telling one"".","""A small point, perhaps, but a telling one""."
It turns out that this escort is his own former regiment.,Il s'avère que cette escorte est son propre ancien régiment.
"At this, Kelly begins to cry and laugh at the same time.","À la suite de cela, Kelly commence à pleurer et à rire en même temps."
"About 900 workers repaired and maintained locomotives there until 1967, when these activities ceased.","Environ 900 travailleurs s’occupaient des travaux d’entretien et réparation des locomotives jusqu'en 1967, quand ces activités ont cessé."
It is possible to wear tabi (足袋) when necessary.,Il est possible de porter un tabi (足袋) quand nécessaire.
"Do not let the media, schools, institutions, influence you.","Ne laissez pas les médias, les écoles, les institutions, vous influencer."
The language of a small people could be predestined for an important future.,La langue d'un petit peuple peut être prédestinée à un avenir important.
Then the world will realize that Eastern Asia is ours.,Alors le monde réalisera que l'Asie orientale est nôtre.
"So I pushed it back out to sea, says Balcomb.","Alors je les ai repoussées en mer, dit Balcomb."
Violent Riders (1975) and Detonation!,Violent Riders (1975) et Detonation!
The international organization Human Rights Watch has done the same.,L'organisation internationale Human Rights Watch a fait la même chose.
"For the second time in the Seven Days, however, Jackson was late.","Pour la deuxième fois lors des sept jours, cependant, Jackson est en retard."
(Territorial issues should be settled by a peace treaty.),(Les questions territoriales devraient être réglées par un traité de paix.)
